BMX	PLAGL2	CXCL14	TSPAN8	NPPC	COL9A2	TCF21	NGFR	MYOM1	SPP1	MT1H	ARMCX6	DNAH11	CLDN5
C15orf40	NDUFV1	EXOSC6	CDK2AP1	TMEM11	PITPNM1	TBL3	MRPL53	NHSL2	UFC1	XRCC1	SLC35G2	C1orf162	NDUFS5
PRICKLE3	UBE2E3	RAD9A	PRR12	NDUFA1	MYO19	MMEL1	ATXN2L	APPL2	PRPF6	EAF2	CMTR1	DIAPH2	FAM98A
HSPB1	ERGIC3	SAE1	TOP3A	PIH1D1	ACTR5	ZFYVE16	VTA1	RPS9	ELAC2	C16orf89	STARD4	MED9	C1orf122
NDNF	TCN2	CHST2	MCF2L	ATAD5	SLC25A38	HIST1H2BG	MMS22L	PACSIN2	SLC9A8	PCDHB5	KCNQ2	TLR4	DIMT1
KIF15	TNIP2	UBR2	PRRT1	HERC1	C2orf81	GSTZ1	LENG8	CCDC171	CTU2	STARD3	PHF12	C1QTNF7	GTF2A2
HS3ST3A1	EBPL	PCMTD1	FERMT3	POLR2F	HAUS8	GNPDA1	ANKRD54	OSBPL8	PTX3	RBM7	CRAMP1	SCN9A	RBM7
STEAP2	SPATA13	AIF1	RND1	RBM8A	CHEK1	NUDT22	GOLPH3	C1orf162	IAH1	PCYT1A	SLC2A6	SNX19	SMARCA2
TEPP	DNAAF3	WDR18	C15orf65	USP4	CSPG4	GLOD4	EEF1G	HNRNPH3	ZCWPW2	NME3	MICALL1	PARP4	HK1
LRP8	RPP25	RCOR3	HELZ2	PLXNA1	POT1	GATA4	ARSG	PHF3	CCDC120	MSL3	SEC24A	CARD10	DR1
LYG2	RPL22	SNX1	ZMYM1	PDCD10	CAND2	OTUD4	GAS6	CRYZL1	PHB	BEND5	PIGL	CASP1	DPCD
MARVELD3	TMEM179B	GDPD5	D2HGDH	FOXN3	SCX	IRF7	SUGP2	FOXO3	SIRT7	CRLS1	ZNF248	MED23	SNF8
TIMM9	G6PD	ECSIT	PABPC5	ZNF827	HNRNPK	HVCN1	BAZ2B	RPL35A	SLC25A11	TAGLN3	PRRG1	CAMKK2	ZFP91
KCNMB3	DCTN2	PIN4	FBRSL1	IL1RAP	RINT1	AP1AR	COL6A2	RECK	YAF2	MED11	IRX5	TTC23	PRDX5
RPE65	SLC8A1	RTKN	ARHGAP27	MAPK1	SUSD1	SLC26A6	ECHDC1	GPR143	ITGB1	GOLGA5	ZFP62	RCOR1	PEX7
FAM107A	RRAD	POLR2J	ZNF347	HBP1	CEP250	DERA	TBCK	ZRANB2	ZNF500	ITPRIPL2	MFSD8	PSKH1	NDE1
TMEM200C	WDR45B	WASL	TVP23A	GNL2	CD84	KRIT1	SAMHD1	FRMD4B	FHDC1	MRM1	PDP1	THAP6	RMDN2
CDC25A	HSBP1	NUP62	NUMBL	HADHA	B3GNTL1	MMS22L	IMPDH2	DDX56	CBR3	AKTIP	IQCE	SEMA3B	GTF2IRD2B
STK32B	TMEM230	SLC38A10	HAUS3	FASTK	CHRM2	PCM1	DOCK5	PRPF38B	USP16	SNAP47	HIST1H1E	TRMT61A	KRBA1
SLC6A16	CINP	CFL1	CHEK1	LLPH	LAT2	RAB13	UBA52	MCEE	SLC25A10	CD22	PCSK5	BHLHE41	MSRA
GLT8D2	RPL23	ERVK3-1	USP24	BLVRA	GNA14	PIN4	TBC1D22A	CSRP1	SLC35A5	SAMD9L	RAB11FIP5	SLC38A5	MAF1
PARD6B	PCBD1	PHIP	SS18L1	DNAJB4	ZDBF2	KHSRP	NDUFA3	SARAF	KRBOX4	TEF	TLE3	ABAT	GFER
DLK2	GALNT18	TPT1	TFAP4	CELSR1	DECR2	EDF1	EEF1B2	RPL22	GALNT5	FANK1	MNS1	DIS3L	CHRD
KIFC2	TRAP1	R3HCC1	ZNF324	LRRIQ3	PHOSPHO2	GAREM1	UFC1	SLC3A2	NBAS	NHSL2	CADPS	TTC33	OPRL1
SPECC1L	GRPEL1	PIFO	ACADSB	ETV5	PLXNB1	BRWD1	ASAH1	SLC12A9	KARS	CBFB	PDCD2L	ALKBH1	TMEM131
TRIM56	CCT8	DDX6	RAB40C	UCHL3	LSM1	ELAVL2	OST4	RPS18	ARGLU1	TCEAL5	PPP3R1	PLEK	ARHGAP35
SPATA17	COPS9	AMDHD2	FAM184A	UBE3B	LIN7A	FBXL6	PITHD1	STAC3	FUT1	DAGLA	INMT	ANG	PELO
ENPP5	PPP1CA	NFIB	ADAM12	PI4KA	ZNF585A	NRAS	COX7A2L	AHI1	ZNF74	BMPR2	GPR162	NUP155	TMEM65
MR1	SDCBP2	DCTN5	PABPC4L	UCK1	USP24	CAMK2D	IPPK	GLUD1	LARS	UST	STRA6	ABCC10	NDUFC1
SLC41A2	ALDH2	ZNF518B	VARS2	NIPA2	CDK2AP1	VDAC1	SLBP	CEP350	GSTO2	UBA1	RAB29	ICAM1	CXorf40A
PHF24	FKBP11	OSBPL11	HGF	SCCPDH	STON1	LSS	SLC20A1	TAF7	SF3B6	ZNF821	ZNF236	GRK6	UTP14C
RPS6KL1	IER3	ABL1	LNX2	WIPI2	ADAMTS8	CA3	RPS7	SMG6	PI16	CD7	TRIM41	DNAJC14	SMPD1
MT2A	ELMO1	RNF125	IGHMBP2	MCM3	GDAP2	GNA12	FOPNL	LASP1	ZNF580	WDR6	PRCD	KBTBD6	PRPF4B
DEPDC1	SLC37A1	PRDX3	PRR7	IMPACT	CYB5R2	SLC25A18	DPH5	DAP	DLG1	RAG1	ACVR2A	CDK5RAP1	LSM7
PLB1	MAX	SLC6A9	YRDC	MUC12	SAMD9	TCN2	CSNK2B	TRIM44	CDKN2AIPNL	THG1L	C5orf30	TRIM21	NONO
TMEM127	RPL12	TMEM70	PPM1D	AGTR2	DEF6	IREB2	INPP5A	MEI1	TMA7	PARP10	FSTL3	C1orf61	CNOT10
MTCL1	CASP3	LIN7B	ZNF382	RBM33	FBRSL1	SLC7A8	RECQL5	FKBP1C	NR3C2	FYN	FAAP100	NAGLU	SPDL1
MARCH4	PRR5L	NAGPA	PDE6B	YARS	C19orf47	TM7SF3	GRHPR	C1orf216	FASTKD2	NYAP1	ATXN1L	C1orf109	NKIRAS1
MYOC	ACACB	TAF1D	PARP9	TOX4	BBOF1	ZNF688	UQCC2	BDP1	PNKP	NUDT2	UBXN2B	SHISA2	DHFR
GVQW2	ACER3	TTF1	FGD2	EMCN	ZBTB14	SRI	CKAP4	SUPT4H1	DCUN1D3	DNM3	ZNF667	SIN3B	IRAK4
ZNF619	ALG5	NDUFA3	CD84	GTF2E2	LNX2	HERC6	KPNA2	EFNA4	BEX5	POLR2H	ZNF574	SACS	ZNF131
ABI2	MAN2A1	PEX5	C12orf4	GALK1	MFSD2B	LYRM7	CCDC14	TMEM160	SF3A2	LGI4	RARB	DUS3L	SGO2
GLP1R	PPIB	CHCHD7	EEPD1	CBY1	N4BP3	TAF1C	ASPSCR1	FDXR	FADD	ADAMTSL5	LATS1	TFR2	ZNF639
FAM72B	ALS2CL	PIN1	DUSP7	PRDM6	FZD7	GPR89A	NPM1	RPL19	MIEF1	FAM131C	TVP23B	TERF2	NDUFS2
OSGIN1	ZFP36	LYRM2	SYDE2	ZDHHC23	FERMT3	GEMIN7	VDAC2	DLG1	RILP	TRIM45	SH3RF1	EHD3	MORF4L2
CERS1	CIB1	ESYT1	GLIS3	PTCH2	RAB33B	KIF1B	CHFR	HCFC1R1	REST	SKA2	ZNF611	FPGS	PRCC
PPP1R3A	ANAPC10	GPR137C	KAZN	GLIPR2	CRY2	DMXL1	GOSR1	MGAT1	MKLN1	ZNF835	KCTD18	RGS9	SND1
NEFL	UBE2D2	EFCAB2	GRK3	PFDN6	GJA3	MRPL43	PKN2	CBX3	GRB14	SLFN5	IFIT2	ANKHD1	CPNE1
MAEL	MRPL47	PNRC2	SLC31A2	ZCRB1	COLGALT2	PSMD1	UGGT1	CD24	C4orf47	ZFP41	ZNF189	SLC7A2	FH
GPAT2	LGALS3BP	ARCN1	NME2	EXOC3	HIVEP3	RBM8A	DTNBP1	PLOD1	SCML2	GBP2	IL17RD	TMEM175	ZNF417
ATN1	FAM111A	PSMG2	ABHD10	C1orf52	FYCO1	UBE2L6	HHEX	PCNX1	CD274	FHIT	TRIM54	GFM2	UBL7
MUC4	JUNB	GATA4	TSHZ3	SPINT2	ZNF691	KPNA1	KCNK6	WNT11	PCDHB9	CASP7	KLHL21	POLG	AP4M1
SMIM10L2B	C1orf43	WDYHV1	FYCO1	RAD23A	GPR89B	PSMB7	CDKN1B	SAP30BP	FAM227A	SNAP23	CHFR	UNC93B1	GADD45GIP1
SLC52A3	RSU1	FUNDC1	TMEM215	HSD17B10	ADAMTSL4	TOLLIP	EXOC3	KLHL35	DHPS	ADH5	INTU	METTL22	FBXL15
RBFOX1	SSU72	COPB1	CBX7	LRRIQ1	ARFGEF2	MTX2	ASF1A	IFIH1	SCG3	SEC13	PLPPR2	SOS2	OTUD7B
ZNF284	ARG2	ZC3H7A	RHCE	EIF3I	PPM1H	VPS41	MSH6	PEX2	PARPBP	VPS13C	ZNF35	TDGF1	NCL
HPSE2	SETD9	RPS8	MTHFSD	HYLS1	MSTO1	ANKLE2	RNASEH2C	BTG2	ZBTB8B	EFNB1	LIG3	TBC1D10B	GPR107
MSRB2	ALKBH7	NUDT16	TRIM25	SNAPIN	ZBED4	NDUFS8	SAMD10	ZNF674	SNRPD3	ERI3	PPM1D	HOMEZ	SERTAD1
PNMA3	SCARB1	CAPN5	TTLL4	CCDC174	SLC25A53	ABO	TMEM18	DISC1	ALS2CL	SEPT8	MAOA	AGTPBP1	MYZAP
BEST4	APH1A	SMARCA5	CYP4V2	KDM1B	RXRG	SBNO2	MED28	ANXA4	FZD2	FBXL12	C5orf51	EVA1A	RAB18
ZNF730	PNPLA2	ERGIC1	OTUD6B	COL6A1	CACNG8	TLK2	MARCH6	ERRFI1	UBQLN2	UBN2	CD109	BCL9	APMAP
ADORA1	SH3RF2	TOX4	RAB38	YIPF1	EPG5	LARP1B	ADORA1	ELF1	FNDC4	PCLO	C3orf62	METAP1D	UQCR11
NUAK2	ALDH3B1	SURF4	CYB5R2	NOS1AP	TRIM3	ACOT7	RPL22L1	OSBPL10	SMNDC1	TCERG1	ZNF627	RUNX1	LTBP1
WHRN	ENO1	HMGN3	ERMP1	FBXO7	ZNF582	TMEM161A	ZDHHC9	RPL32	RSRC2	MAL2	OSBPL11	GPR137B	ATP6V1D
CMTM2	RPS4X	NDUFA7	CA12	LARP1	DENND3	MPV17L2	TACC1	RPL18	WNK2	RAD52	FAM200A	FBXL4	ZNF781
CNFN	RAB28	EHBP1	GPSM2	TMA16	MINK1	C14orf132	MRPL21	NUMB	SLC25A5	LHFPL4	PLEKHO2	MON1B	POLDIP3
MMEL1	ARF5	DDX23	TAB1	EPHB3	PRRT3	C15orf41	LAMTOR3	EFCAB14	TTC37	ST3GAL6	PDZRN3	SGSH	SEMA3F
BEND3	UQCR10	RPL38	ARFGEF2	MDP1	NPAS2	ABHD2	RNF19A	C11orf58	MSI1	FDPS	ZNF654	PTPN13	RLIM
TESMIN	CKMT2	UAP1L1	C22orf46	LPP	CIART	VPS37D	COA3	MADCAM1	PWP1	ZNF442	ENOX2	TBKBP1	SLC35A1
SLC9A7	TPI1	CCDC167	TNFSF13B	ING2	SFT2D3	OTUD7B	GEMIN5	SERP1	COX5A	TMEM141	MFSD4B	SHC2	STAT6
SYCP2	MRPS21	MAP2K6	ZC3H18	UMPS	B4GALT6	CCDC74A	CEP57	RFT1	AKAP5	OAZ3	TOE1	AHCTF1	ZNRD1
KCNAB3	BANF1	RFX5	NPAS2	HIST1H2BC	MCF2L	ADGRL1	FUZ	MAPK10	ACTR6	ZW10	MDN1	ZNF138	ARFIP2
SYT5	COMMD5	SHKBP1	GTF2H2C	WBP11	ARHGAP27	SMARCA4	PPFIBP1	FAM104A	PPP6R1	DIO3	ZFP1	NECAP1	CCNK
PRR15	MYADM	LRWD1	ATG16L2	DZIP1	FAM124B	THAP4	POLD2	MRPS14	SCCPDH	FAM189B	FKRP	TK2	FAAP24
MYO3A	PLGRKT	NTN1	C2orf81	ZNF503	ADAM23	GHITM	IDUA	RPL7A	TOPBP1	GPR107	ACVR1B	TRMT5	ERAL1
NDUFV3	GPN2	HINT2	POC5	NT5C3A	SCD5	LENG8	SARAF	RHBDF2	GFOD2	CCDC74A	ALOX5AP	CDADC1	PPP6R2
PQLC2L	ADM	TXNIP	COL22A1	DDX39A	PRTG	SYT7	KAT8	ZDHHC12	TLK1	ZNF426	ZBTB37	EVI2A	SEC11A
SCN2A	ADARB1	UQCRC1	PON3	UBE2E1	SLC38A6	ADSSL1	TSR1	PAXBP1	GNL2	EFHC1	C19orf33	ZNF276	C1orf112
LYPD1	RPL35A	UBE2G1	ULK2	GNPTG	RMI1	NARS	RPL14	TANGO2	NDUFB3	MCL1	KIAA1549	SH3BP4	MTHFR
TPX2	UBE2L3	RBM3	FEM1C	C12orf65	GAN	ZNF425	SCAF1	ZFAND3	CHCHD2	KIAA1211	EBF3	CASP10	ABCB10
PRR22	SYTL4	MOB4	MPEG1	PCNX4	MPEG1	MAN2C1	UBXN6	PWP1	ABCF1	FCHO1	TBC1D25	SPEF2	MOSPD3
EFHC2	COX20	ATPAF2	RMI1	LCMT1	C8orf88	NAA10	SPTLC2	FNDC3B	ZNF879	CXCL1	ARHGAP32	ERGIC3	NOC2L
HTR2A	TCEAL8	CDC23	ASPG	SYN1	CEP70	ALG8	FBXO21	SLC2A6	RAB2A	NDUFV1	PLEKHF2	C1orf54	UBE2Z
ST6GALNAC5	PLD2	INTS4	NUDT12	CFDP1	FAT3	SMIM8	TET3	GCA	ZNF14	SYP	ZNF48	TXNL4B	FLOT2
PLEKHH1	EIF1	EDF1	HSBP1L1	SECISBP2	CSGALNACT1	CBX3	NIPSNAP1	NT5C	ASTN1	IL34	SPR	USP6NL	GAB3
TNRC6B	IFRD2	SUV39H2	TRIM3	MYO6	CBX8	DNAJC1	TPGS2	VKORC1	MAP6	ZNF607	ANKRD13A	LPCAT2	NUDT16
COL25A1	DCC	NKAP	KLHL8	ICE1	SMPD3	SNX18	GNPTG	DNAJC7	LYNX1	CCT6B	KANSL1L	MON2	DDX24
PFN4	DAP	GOLT1B	ZNF415	RAB32	AP4B1	MRPL55	ADGRL2	GNL2	FAM50B	LHX9	EEF1A2	EYA3	SPIDR
MELK	RHOA	NUDT18	CRTC1	CD2AP	TTC31	RXRB	CD9	SCAMP1	TSC22D4	RSL1D1	SETDB2	SLC43A2	RAB21
NDST2	PDCD5	BIN1	AVIL	BSDC1	BHLHB9	TRMT13	HIGD2A	MTHFD2	SNRPA	LEPROTL1	ATP8A1	TNK2	RBM45
NAP1L1	SMYD2	PGP	MTRR	DCTN2	PLCB2	ASXL2	TRIM23	PRCC	CLIC2	MDM4	PFAS	LRR1	TULP3
PDE6A	PARK7	DHRS2	ATG2B	RNPS1	TRA2B	SMPD4	TSPAN5	SURF4	PRH1	GPATCH11	CLCN7	SORT1	TSPAN6
GBA	PSMB10	CHST3	PHKA2	SNX5	GZF1	DDX41	MEOX2	NOM1	SCYL1	SLC25A5	NUP153	RBM45	BYSL
SEMA3E	CLDN6	OAZ2	ENTPD5	FBXW11	ZNF548	BORCS8	SDHAF2	COPG1	NDUFAF3	PLPP5	C17orf80	RLF	RNF167
ARSI	C12orf57	ATG7	C16orf74	SLC37A4	NGFR	UQCRHL	CCDC88C	ZNF37A	CITED1	ZMAT3	NOVA2	NEDD4	PRDX1
ERICH2	PALMD	TMEM258	DOCK2	TIMM9	NPY1R	VRK2	NDUFA4	DEGS1	HIST1H1A	CARS2	MRAP2	MAN2B2	IQUB
TUBB3	RPS17	YAF2	ZDBF2	MKLN1	GRAP	PCNP	ECD	WIZ	SHARPIN	ZNF653	TNFAIP6	NGRN	KDELR2
CDH23	IDH2	SRPRA	NAPB	PRPF18	CD33	TRNAU1AP	ACYP1	EMG1	PDE8B	GLIPR1L2	KCNMB2	ICK	MRPS18A
NOCT	RPS25	TPGS2	DNAJC6	ESF1	BDNF	TMEM63B	TOMM5	NSA2	MFAP3	NCBP2	GIMAP2	TRIM26	MRPL21
BPI	C11orf74	SLIRP	EGFR	SLC16A1	CAMK2B	TAF15	CDKN1C	CCDC88C	IK	REPIN1	SLCO2B1	ZFPM2	HSPA9
FRAT1	PARVB	ZNF639	ZNF500	ANAPC11	RAB3D	SCML1	PMF1	RPS6KC1	NPY5R	HAMP	TESK1	DENND6A	MNAT1
VSIG2	LARP4	ZNF730	ORC6	BTN2A1	ALDH5A1	CHCHD4	DCAF12	EXOC4	L3MBTL4	ANGEL2	TSPYL4	CXorf56	FAM122A
DNLZ	RPL36	SDR39U1	DOCK10	GPX4	RPS6KA5	AHCYL1	GGCT	SPPL3	PCED1B	PPP1R1C	SPECC1L	SBF1	FAHD1
AK8	PLS3	MEA1	PAPOLG	ACBD6	PRDM1	RFXANK	HPCAL1	CEP68	RPS28	MAP3K14	XPO5	NECTIN3	IVD
XYLB	FERMT3	RPL23	CNN1	AASDHPPT	FPGT-TNNI3K	SFT2D1	RNF5	LSM10	KIAA0825	ZNF783	KMT2D	TRAF3IP1	GPX7
HSD11B1	RPL19	TRPT1	ZNF691	KCNMB1	PEX11A	LRRC8D	GTF2IRD2	HMG20B	FBXL8	RGL1	TMCC3	TSPAN2	ZNF517
GINS1	SEMA6A	VAMP7	ARL17B	TRMT10C	TSGA10	TSPAN18	VEGFB	ERCC8	PRDM8	TTI2	SORBS1	POLM	RAC3
SMIM10L2A	DAD1	MARCH6	CAND2	C7orf50	NKAPL	RDH13	B4GAT1	CDK4	CEP135	CACNA2D3	KMT5A	CRCP	SLX4IP
ZNF695	EIF4E2	C3orf33	POT1	KCNJ12	ZNF671	MED31	KIF22	RALB	CBX1	SNX1	SLX4IP	ELL2	PDZD8
TYW1B	PON2	MTERF4	ANGPTL5	CAMLG	CACHD1	SPIN2B	SEPHS1	RRP1	TAF1D	USP3	PPT2	ARVCF	SBF2
TLR5	RPL37	DUSP5	ZNF649	WDR82	PCYOX1L	WDR11	GUK1	DTNBP1	GNAI1	C6orf132	ECHDC3	HACD2	TOP1MT
TMEM232	CNN2	TIMM23B	IQSEC2	GGCT	CLCN5	VAC14	SMCHD1	KIT	GTF2H2	LCN12	ADCY4	CNEP1R1	CCDC14
MC1R	FN3KRP	INTS12	NEK11	C2orf74	FSD2	TAPBP	TRAK2	FBXL5	ZNF700	ATP11B	SLC38A7	UNC5C	TESC
PPL	HYAL2	DTWD1	KCNMB2	TUBB	EBF3	CASD1	THAP7	RNASEL	STAR	ZBTB42	NRBP2	SLC6A6	ERP29
SPRY3	CORO1B	LAMTOR4	CHST7	AURKAIP1	RASL10B	FAM104A	WEE1	MGST1	SAMD4A	ABHD17A	TCF20	MNT	C3orf38
NRG2	JTB	FKBP8	RNF144A	NCL	BCR	MARS2	ZNF800	KAZALD1	PCMT1	RNF43	HCFC2	FAM189A2	CASP6
PDE11A	ATF4	CLN5	FBXO33	NDUFA3	ZNF18	TMEM30A	COX5B	HNRNPH1	BEND6	NCCRP1	DLG4	PPP2R5D	MRAP2
CORO2A	TPD52L1	POLR2K	SFT2D3	TOMM40	FBXL2	NAE1	RPA2	GCH1	TARBP1	ADPRH	TNFRSF10B	SH3GL3	ACADS
FAM86B1	ELOF1	HSD17B4	PITPNM1	CCDC59	ZNF318	DDX54	TTL	RPL18A	KIAA1614	RIMS2	TRH	APOBEC3G	VTA1
USP35	CSTB	CIC	LARGE1	B3GNT7	B3GNT8	BLZF1	RPLP0	RAB9A	MPND	CEP164	RAB38	WTIP	PDLIM1
ZDHHC23	BRK1	SVBP	C14orf28	TXNDC17	IL18R1	FKBPL	RAB11A	OXA1L	CHID1	CHCHD5	CDT1	XRCC4	GLIS2
ZNF41	RPS12	BCLAF1	SNX33	NME6	CBWD3	HARS	TRAPPC10	PNISR	ISOC2	SLC9C2	C6orf136	SLC25A29	ZNF623
DISP2	PSMD14	RNF40	NGF	UBL5	ZNF346	TDP1	AHI1	TRIM13	RAPGEFL1	ZNF43	USF3	HEATR6	SCLT1
ZNF630	HACD1	SLC7A2	EPHB2	CHCHD5	SLC8B1	DCTN3	MRPL41	RPL3	PUDP	ZFP69B	PCGF1	KATNAL1	TMEM245
NAP1L2	SH3BGRL	CARF	MAP2K6	SH3D19	LIMD1	MAMLD1	TMC7	ORMDL1	PEX6	RNF40	ASIC4	ZNF629	FAM229B
APOBEC3G	MIF	SETD3	CTDP1	UBE2E2	ANOS1	HDDC3	MRPL34	G6PC3	C8orf33	SNRPD2	MTX3	TET2	FDXR
PAM16	RPL7A	IKBKE	SPHK2	DPP10	MICA	SNX3	CMSS1	STK25	METAP1	NPAS3	PYGM	SLC30A6	RABEPK
PRDM6	SLC25A11	NIT1	VWA8	STK25	BCDIN3D	CNOT6	ATG5	WIPI2	TMEM242	MAMDC2	MIOS	COG7	MRPS36
LEKR1	CCS	XRCC4	ABCA5	C1QBP	KCNE5	SSTR2	ZNF195	SPG11	SERPINE1	MMP24	BRAF	FOXN2	EPS15
SYT13	PPP4C	NEK3	PGBD1	INPPL1	ASB9	BBS9	UQCR11	RAB14	CMC2	ZNF142	MVP	ATRN	BACE1
DYNC1I1	TCEA3	PLXNA1	CCDC57	FAM50B	ABHD10	FBXW5	CCNH	CCDC6	MTX1	ATXN7L2	FGFR3	MEX3B	CCT4
NUP62CL	RPLP0	BTBD1	ARMCX4	SAP30BP	TAC3	WDR90	CHD1	CCDC68	FAM98B	SLC51A	SREBF1	MBD2	ARMCX5
FAM83B	FLNC	ACTL6A	PRRT3	MTERF4	FAM102B	GSDMD	MKRN2	SOWAHC	ANKRD36B	UNC80	KIAA0100	INPP5F	PKNOX1
TRPV1	SH3PXD2B	PTGER4	HPS3	CBFB	EIF5A2	NONO	CD2AP	CCDC102A	TMEM41B	PLA2G4C	FMNL2	NUP35	MRRF
KCND3	MAPRE1	RPL23A	RAB3D	MRPL53	NLK	ZDHHC5	GDPD1	TEX9	GPR173	ATRNL1	ATP8B1	HAUS2	MSH6
ASIC1	SRP9	KIAA0556	ZNF671	TMEM126A	RRM2B	SOGA1	PTTG1IP	RPL34	SQSTM1	KIF7	MYOF	ZNF264	C4orf48
EZR	PDGFB	PCBP4	GAN	TIMM8A	IGDCC3	CHD8	FAM98C	TSN	RALGPS2	PDCD6IP	POLR3B	HABP4	SART1
SGCG	GLMP	WBP11	TBC1D22B	TRA2B	SIAE	KLK8	NAXE	FUS	IMP4	PCDHB12	EIF4ENIF1	CEACAM21	LSM8
BHMT2	RBX1	RPL30	FST	TERF2IP	MON1A	ETNK2	ETS2	JUN	KLK11	HYOU1	TFEB	SAMD11	TFG
ARNTL2	NDUFA3	BAG5	ROR2	HSPA2	VIPR2	TCEAL1	NUB1	AKR7A2	HPS4	SCN2B	RASSF2	DROSHA	MRPL2
C12orf60	AMY2B	RNASEH2C	LILRB4	NHP2	GPR143	AKT1	ANAPC13	CALM1	NSUN6	SLC7A2	DNMBP	FBXO28	TMEM117
HS6ST2	SUB1	SMAP1	SMPD3	JOSD2	CLPB	SKAP2	ARL4A	SPESP1	DNAJA1	ITPR2	TBX2	SLC33A1	SLC3A2
IQUB	SLC25A4	MRPL10	NABP1	BAG2	SPRR2F	FCRLB	SMIM14	PQLC1	ZNF628	GEMIN2	LRRTM1	BBS4	RACGAP1
QRFPR	PTK2B	SUPT4H1	ITPR3	AFMID	KLK5	PDE12	DNM2	PCDHB13	FAM110C	NABP2	FLVCR1	CALB2	HPS6
TCF15	PRDX4	TBC1D5	LRRC20	DDHD1	ZNF337	RPE	ANTXR2	RBBP6	ACOT9	MAP3K9	ZNF678	NAALADL2	WWC2
FRMPD2	LXN	SRA1	TXNDC16	IFIT2	GPR183	SNN	MXRA7	NR3C1	KATNAL2	P2RY11	APOL3	LENG9	POLR2F
CYB5A	ATOH8	PDCD5	KDM1B	YPEL5	CCDC18	HABP4	CUTC	PTP4A1	SBDS	TRAF3	MIER3	DBT	CIB1
SNX22	SNRPC	GANC	MYPOP	SGCE	TMEM116	PPP1R3G	ZSWIM7	PIAS3	BFAR	GINS4	PARD6B	GNB5	PCCB
SOCS6	GLT8D1	UFSP2	AGER	TMEM60	HIST1H1D	SLC22A18	MZT1	LRRC73	PCBP3	PELP1	RFNG	MAPK7	GDI2
FNDC10	TSPAN4	DHRS12	KHK	AKT1S1	IRAK1BP1	IMPAD1	LRRC40	RPS25	RTF1	SRSF7	FBXW8	EXOSC2	IDH3B
CEP128	UBTD1	TMBIM6	CCDC61	IL6	CCDC77	C12orf73	TTC17	COA5	AMT	PNMA2	CTPS2	USP40	ARL5B
RAVER1	RSPH9	TELO2	CEP250	EEF1D	PEX3	DCTN1	ADAM10	MYH11	AHCYL2	RABEPK	CHST1	CLIP2	TTLL4
PROM1	PDAP1	KDM5C	E2F5	SUGCT	RAB30	RRP15	RHEB	TIMM10B	FTSJ3	HIPK2	DNAAF5	YOD1	CRLS1
SHC4	ANKRD36B	KANSL2	CENPH	SLC40A1	FZD10	SNX27	RPUSD4	ZNF708	PREX2	SIPA1L1	C5orf63	GALNT18	QTRT1
DNMT3B	ITM2B	POLR2F	ABCC1	CBX1	AURKA	RPGR	GOLPH3L	AMOT	KIAA1671	EPDR1	WNT11	RPGRIP1L	TSPYL1
CDKN2A	ECHS1	MZT1	AEN	SLC15A3	SGO2	LPGAT1	PFDN5	NOP16	SEZ6L2	GNE	TADA2A	ATG9A	DNAJB12
NLGN3	FAM3B	JADE3	CHUK	PEX11B	NME2	ADD1	CPSF3	MOB2	XXYLT1	SORCS3	ARSJ	ZNF395	FKRP
EPHA5	HNRNPA0	LRRC32	PRDM1	DARS	NAPB	MACF1	DIS3	NONO	KDM4B	RPL31	TTLL3	CARNMT1	POLR3E
FECH	SEC61G	TNRC6B	ADAMTS8	MRPL43	MTFP1	C9orf78	SUZ12	TMEM88	NOMO3	GPIHBP1	REEP1	PITPNC1	TBC1D23
KCNK3	TLE3	SSUH2	TASP1	OLFML3	SS18L1	PGM1	BTF3	IFIT3	WDR25	PPAN	POLRMT	AUTS2	SUSD1
ASF1B	FUT1	GLRB	PLEKHF2	TRAK2	FBXW4	SNRPC	ZMYM2	RBM39	EVC2	MET	VWA5A	DYRK3	SCP2
GABRA1	CYP27A1	KLF8	BMP2	TSNAX	ZMIZ2	NOSIP	ITGA7	RPS6	SMARCD1	ACTR6	CTIF	LMBR1	PCYOX1
ARHGAP11A	B2M	NDUFB4	STOX2	ST3GAL1	TPCN1	AKIRIN2	C12orf76	LDHA	GALNT14	ZMYM2	CTXN1	GYS1	YTHDC2
TMEM245	PDIA3	ZNF701	REPS2	EEF1E1	KLHL31	PPP1R7	NAPRT	SART1	CXXC5	OXER1	KIF20B	TMEM254	NNT
TOX2	RPS15A	ZNF71	KCNIP1	NUTF2	FGD1	ZNF44	MBOAT2	RPL13	RABGEF1	BRI3BP	ERAP1	TFE3	TAF9B
C5	RPS8	PML	SNX25	ACTB	LEF1	PSMD4	GAK	CTSC	RCOR3	ITLN2	MAN2A2	BTBD1	HES1
NRIP3	RPS28	RBX1	PLXNB1	NT5E	ZDHHC13	CISD3	ISCU	UTP11	PDAP1	CLEC11A	B9D2	MANBA	NOSIP
TENM2	TUBB	CYLD	MAST2	L3MBTL2	RIN3	CACNA1H	ELP2	DIMT1	ZNF575	UCHL1	KANSL3	CNTN4	PARP6
ELMO3	PTOV1	HSPA14	GJA3	SEC13	SHQ1	FOXO1	OGT	MBNL3	ART3	RPS24	LDLRAD4	ZNF219	ALKBH2
GTSE1	RPS14	UQCR11	TMTC1	GRPEL1	SASS6	ANKRD29	CCNB1IP1	BCL2L12	ADAMTS15	ADD3	ZNF669	XPR1	ZNF276
